Source.Category.Code,Source.category.name,Source.subcategory,Source.subcategory.name,Agency.code,Agency.name,Bureau.code,Bureau.name,Account.code,Account.name,Treasury.Agency.code,On..or.off.budget,FY,amount
934,Excise Taxes,05,Federal Fund Excise Taxes,901,Governmental Receipts,00,Governmental Receipts,015915,Excise Tax on Medical Device Manufacturers,99,On-budget,2017,2168000
934,Excise Taxes,05,Federal Fund Excise Taxes,901,Governmental Receipts,00,Governmental Receipts,089400,Ozone Depleting Chemicals Tax,99,On-budget,2017,0
934,Excise Taxes,10,Trust Fund Excise Taxes,005,Department of Agriculture,00,Department of Agriculture,816110,"Excise Taxes for Tobacco Assessments, Tobacco Trust Fund",12,On-budget,2017,0
934,Excise Taxes,10,Trust Fund Excise Taxes,009,Department of Health and Human Services,00,Department of Health and Human Services,800408,"Fee on Branded Prescription Pharmaceutical Manufacturers and Importers, SMI",75,On-budget,2017,3980000
934,Excise Taxes,10,Trust Fund Excise Taxes,009,Department of Health and Human Services,00,Department of Health and Human Services,817510,"Deposits, Vaccine Injury Compensation Trust Fund",75,On-budget,2017,255000
934,Excise Taxes,10,Trust Fund Excise Taxes,012,Department of Labor,00,Department of Labor,814410,"Transfer from General Fund, Black Lung Benefits Revenue Act Taxes",16,On-budget,2017,558000
934,Excise Taxes,10,Trust Fund Excise Taxes,020,Environmental Protection Agency,00,Environmental Protection Agency,814510,"Excise Taxes, Hazardous Substance Superfund",68,On-budget,2017,1055000
934,Excise Taxes,10,Trust Fund Excise Taxes,020,Environmental Protection Agency,00,Environmental Protection Agency,814610,"Post-closure liability trust fund, Transfer from General fund",68,On-budget,2017,0
934,Excise Taxes,10,Trust Fund Excise Taxes,020,Environmental Protection Agency,00,Environmental Protection Agency,815310,"Transfer from the General Fund Amounts Equivalent to Taxes, Leaking Underground Storage Tank Trust Fund",68,On-budget,2017,207000
934,Excise Taxes,10,Trust Fund Excise Taxes,021,Department of Transportation,00,Department of Transportation,810210,"Transportation Trust Fund, Deposits (Highway Account)",69,On-budget,2017,34952000
934,Excise Taxes,10,Trust Fund Excise Taxes,021,Department of Transportation,00,Department of Transportation,810211,"Transportation Trust Fund, Deposits (Mass Transit Account)",69,On-budget,2017,4852000
934,Excise Taxes,10,Trust Fund Excise Taxes,021,Department of Transportation,00,Department of Transportation,810310,"Excise Taxes, Airport and Airway Trust Fund",69,On-budget,2017,15391000
934,Excise Taxes,10,Trust Fund Excise Taxes,202,Corps of Engineers--Civil Works,00,Corps of Engineers--Civil Works,886110,"Transfer from General Fund, Inland Waterways Revenue Act Taxes",96,On-budget,2017,110000
934,Excise Taxes,10,Trust Fund Excise Taxes,579,Patient-Centered Outcomes Research Trust Fund,00,Patient-Centered Outcomes Research Trust Fund,829910,"Fees on Health Insurance and Self-insured Health Plans, PCORTF",95,On-budget,2017,422000
935,Estate and Gift Taxes,00,Estate and Gift Taxes,901,Governmental Receipts,00,Governmental Receipts,015300,Estate and Gift Taxes,99,On-budget,2017,30478000
936,Customs Duties,00,Custom Duties and Fees,005,Department of Agriculture,00,Department of Agriculture,520910,"30 Percent of Customs Duties, Funds for Strengthening Markets, Income and Supply (section 32)",12,On-budget,2017,10787000
936,Customs Duties,00,Custom Duties and Fees,005,Department of Agriculture,00,Department of Agriculture,553110,"3.08 Percent of Customs Duties, Agricultural Disaster Relief Fund",12,On-budget,2017,0
936,Customs Duties,00,Custom Duties and Fees,005,Department of Agriculture,00,Department of Agriculture,804610,"Transfers from General Fund of Amounts Equal to Certain Customs Duties, Reforestation Trust Fund",12,On-budget,2017,30000
936,Customs Duties,00,Custom Duties and Fees,010,Department of the Interior,00,Department of the Interior,513720,Custom Duties on Arms and Ammunition,14,On-budget,2017,34000
936,Customs Duties,00,Custom Duties and Fees,015,Department of the Treasury,00,Department of the Treasury,083100,Customs user fee account,20,On-budget,2017,0
936,Customs Duties,00,Custom Duties and Fees,015,Department of the Treasury,00,Department of the Treasury,520910,"30 Percent of Customs Duties, Funds for Strengthening Markets, Income and Supply (section 32]",20,On-budget,2017,0
936,Customs Duties,00,Custom Duties and Fees,015,Department of the Treasury,00,Department of the Treasury,521000,"70% Customs Duties on Wool, Reimbursement for Costs of National Wool Act",20,On-budget,2017,0
936,Customs Duties,00,Custom Duties and Fees,024,Department of Homeland Security,00,Department of Homeland Security,553310,Wool Manufacturers Trust Fund,70,On-budget,2017,18000
936,Customs Duties,00,Custom Duties and Fees,024,Department of Homeland Security,00,Department of Homeland Security,554410,"Transfers from the General Fund of Amounts Equal to Certain Customs Duties, Pima Cotton Trust Fund",70,On-budget,2017,0
936,Customs Duties,00,Custom Duties and Fees,024,Department of Homeland Security,00,Department of Homeland Security,814750,"Customs Duties, Aquatic Resources Trust Fund",70,On-budget,2017,64000
936,Customs Duties,00,Custom Duties and Fees,202,Corps of Engineers--Civil Works,00,Corps of Engineers--Civil Works,886310,"User Fees, Harbor Maintenance Trust Fund",96,On-budget,2017,1720000
936,Customs Duties,00,Custom Duties and Fees,901,Governmental Receipts,00,Governmental Receipts,031000,Other Federal Fund Customs Duties,70,On-budget,2017,0
936,Customs Duties,00,Custom Duties and Fees,901,Governmental Receipts,00,Governmental Receipts,031050,Other Federal Fund Customs Duties,99,On-budget,2017,29207000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,001,Legislative Branch,25,Library of Congress,517510,"Fees from Jukebox, Satellite and Cable Television for Operating Costs, Copyright Office",03,On-budget,2017,6000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,001,Legislative Branch,40,United States Tax Court,502310,"Fees for Independent Counsel, Tax Court Independent Counsel, U.S. Tax Court",23,On-budget,2017,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,002,Judicial Branch,00,Judicial Branch,504000,Referees' Salary and Expense Fund,10,On-budget,2017,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,002,Judicial Branch,00,Judicial Branch,510010,"Filing Fees, U.S. Courts, Judiciary",10,On-budget,2017,236000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,002,Judicial Branch,00,Judicial Branch,510110,"Fees, Registry Administration, Judiciary",10,On-budget,2017,1000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,005,Department of Agriculture,00,Department of Agriculture,507010,"License Fees and Defaults, Perishable Agricultural Commodities Act Fund",12,On-budget,2017,12000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,005,Department of Agriculture,00,Department of Agriculture,516110,"1990 Food, Agricultural Quarantine Inspection Fees",12,On-budget,2017,774000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,006,Department of Commerce,00,Department of Commerce,510210,"Fees, North Pacific Fisher Observer Fund",13,On-budget,2017,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,006,Department of Commerce,00,Department of Commerce,511910,"Fees, Fishing Vessel and Gear Damage Compensation Fund",13,On-budget,2017,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,006,Department of Commerce,00,Department of Commerce,512010,"Fees, Fishermen's Contingency Fund",13,On-budget,2017,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,006,Department of Commerce,00,Department of Commerce,512210,"Fees, Foreign Fishing Observer's Fund",13,On-budget,2017,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,006,Department of Commerce,00,Department of Commerce,528410,"Permit Title Registration Fees, Limited Access System Administration Fund",13,On-budget,2017,10000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,006,Department of Commerce,00,Department of Commerce,543910,"Access Fees, Western Pacific Sustainable Fisheries Fund",13,On-budget,2017,1000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,006,Department of Commerce,00,Department of Commerce,559810,"Fees, North Pacific Fishery Observer Fund",13,On-budget,2017,4000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,007,Department of Defense--Military Programs,00,Department of Defense--Military Programs,010921,"Federal tax withheld from payments to non-resident aliens, Army",21,On-budget,2017,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,007,Department of Defense--Military Programs,00,Department of Defense--Military Programs,010957,"Federal tax withheld from payments to non-resident aliens, Air Force",57,On-budget,2017,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,007,Department of Defense--Military Programs,00,Department of Defense--Military Programs,019917,"Miscellaneous taxes, not otherwise classified, Navy",17,On-budget,2017,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,007,Department of Defense--Military Programs,00,Department of Defense--Military Programs,833700,"Contributions, Host National Support for U.S. Relocation Activities",97,On-budget,2017,120000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,007,Department of Defense--Military Programs,00,Department of Defense--Military Programs,835810,"Contributions from Japan, Support for U.S. Relocation to Guam Activities",97,On-budget,2017,424000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,009,Department of Health and Human Services,00,Department of Health and Human Services,010900,Federal tax withheld from payments to non-resident aliens,75,On-budget,2017,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,009,Department of Health and Human Services,00,Department of Health and Human Services,573310,"Receipts, Risk Adjustment Program",75,On-budget,2017,7102000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,009,Department of Health and Human Services,00,Department of Health and Human Services,573410,"Deposits, Collections for Child Support",75,On-budget,2017,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,009,Department of Health and Human Services,00,Department of Health and Human Services,573510,"Contributions, Transitional Reinsurance Program",75,On-budget,2017,4025000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,009,Department of Health and Human Services,00,Department of Health and Human Services,800549,"FHI Trust Fund, Civil Penalties and Damages",75,On-budget,2017,1235000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,010,Department of the Interior,00,Department of the Interior,501510,Coal mining reclamation fees,14,On-budget,2017,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,010,Department of the Interior,00,Department of the Interior,501560,"Abandoned Mine Reclamation Fund, Reclamation Fees",14,On-budget,2017,252000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,010,Department of the Interior,00,Department of the Interior,506310,"Civil Penalties, Office of Surface Mining Reclamation and Enforcement",14,On-budget,2017,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,010,Department of the Interior,00,Department of the Interior,511110,Hardrock Reclamation Fees,14,On-budget,2017,2e+05
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,010,Department of the Interior,00,Department of the Interior,513700,Migratory bird hunting stamps,14,On-budget,2017,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,010,Department of the Interior,00,Department of the Interior,513710,Migratory Bird Hunting Stamps,14,On-budget,2017,36000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,010,Department of the Interior,00,Department of the Interior,514110,"National Indian Gaming Commission, Gaming Activity Fees",14,On-budget,2017,19000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,010,Department of the Interior,00,Department of the Interior,524100,"Fines, Penalties, and Forfeitures from Migratory Bird Treaty Act, North American Wetlands Conservation Fund",14,On-budget,2017,13000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,010,Department of the Interior,00,Department of the Interior,836531,"Indian Tribal Funds, Fines, Penalties, and Forfeitures, (including George C. Edgeter, Contributions for Advancement)",14,On-budget,2017,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,011,Department of Justice,00,Department of Justice,083400,Breached bond penalties,15,On-budget,2017,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,011,Department of Justice,00,Department of Justice,085400,"Registration Fees, DEA",15,On-budget,2017,15000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,011,Department of Justice,00,Department of Justice,104000,"Fines, Penalties, and Forfeitures, Customs, Commerce, and Antitrust Laws",15,On-budget,2017,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,011,Department of Justice,00,Department of Justice,504110,"Fines, Penalties, and Forfeitures, Crime Victims Fund",15,On-budget,2017,2500000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,011,Department of Justice,00,Department of Justice,504210,"Forfeited Cash and Proceeds from the Sale of Forfeited Property, Assets Forfeiture Fund",15,On-budget,2017,1351000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,011,Department of Justice,00,Department of Justice,507310,"Fees for bankruptcy oversight, U.S. trustees system",15,On-budget,2017,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,011,Department of Justice,00,Department of Justice,508610,"Immigration Legalization, Justice",15,On-budget,2017,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,011,Department of Justice,00,Department of Justice,508700,"Immigration User Fee, Justice (Governmental Receipt)",15,On-budget,2017,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,011,Department of Justice,00,Department of Justice,508800,"Immigration examinations fee, TCJ (Governmental Reciept)",15,On-budget,2017,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,012,Department of Labor,00,Department of Labor,813010,"Longshoremen's and Harbor Workers Compensation Act, Receipts, Special Workers'",16,On-budget,2017,140000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,012,Department of Labor,00,Department of Labor,813410,"Workmen's Compensation Act within District of Columbia, Receipts, Special Workers'",16,On-budget,2017,9000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,014,Department of State,00,Department of State,083000,"Immigration, Passport, and Consular Fees",20,On-budget,2017,718000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,015,Department of the Treasury,00,Department of the Treasury,010900,Federal tax withheld from payments to non-resident aliens,20,On-budget,2017,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,015,Department of the Treasury,00,Department of the Treasury,019900,"Miscellaneous Taxes, not Otherwise Classified",20,On-budget,2017,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,015,Department of the Treasury,00,Department of the Treasury,040100,"Proceeds from Exercise of Warrants, Air Transportation Stabilization Board",20,On-budget,2017,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,015,Department of the Treasury,00,Department of the Treasury,040110,"Proceeds from Exercise of Warrants, Air Transportation Stabilization Board",20,On-budget,2017,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,015,Department of the Treasury,00,Department of the Treasury,065000,"Deposit of Earnings, Federal Reserve System",20,On-budget,2017,47521000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,015,Department of the Treasury,00,Department of the Treasury,084000,"Patent, trademark, and copyright fees",20,On-budget,2017,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,015,Department of the Treasury,00,Department of the Treasury,085000,"Registration, Filing, and Transaction Fees",20,On-budget,2017,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,015,Department of the Treasury,00,Department of the Treasury,085015,"Registration, Filing, and Transaction Fees, SEC",95,On-budget,2017,458000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,015,Department of the Treasury,00,Department of the Treasury,086100,"Charges for Expenses, Settlement of International Claims",20,On-budget,2017,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,015,Department of the Treasury,00,Department of the Treasury,086400,"Filing Fees, P.L. 109-171, Title X",10,On-budget,2017,65000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,015,Department of the Treasury,00,Department of the Treasury,086600,Transitional Reinsurance Contributions to the General Fund,20,On-budget,2017,2e+06
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,015,Department of the Treasury,00,Department of the Treasury,086900,"Fees for Legal and Judicial Services, not Otherwise Classified",20,On-budget,2017,59000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,015,Department of the Treasury,00,Department of the Treasury,089100,"Miscellaneous Fees for Regulatory and Judicial Services, not Otherwise Classified",20,On-budget,2017,10000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,015,Department of the Treasury,00,Department of the Treasury,101000,"Fines, Penalties, and Forfeitures, Agricultural Laws",20,On-budget,2017,4000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,015,Department of the Treasury,00,Department of the Treasury,102000,"Fines, Penalties, and Forfeitures, Economic Stabilization Laws",20,On-budget,2017,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,015,Department of the Treasury,00,Department of the Treasury,103000,"Fines, Penalties, and Forfeitures, Immigration and Labor Laws",20,On-budget,2017,176000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,015,Department of the Treasury,00,Department of the Treasury,104000,"Fines, Penalties, and Forfeitures, Customs, Commerce, and Antitrust Laws",20,On-budget,2017,166000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,015,Department of the Treasury,00,Department of the Treasury,105000,"Fines, Penalties, and Forfeitures, Narcotic Prohibition and Alcohol Laws",20,On-budget,2017,82000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,015,Department of the Treasury,00,Department of the Treasury,106000,Forfeitures of Unclaimed Money and Property,20,On-budget,2017,24000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,015,Department of the Treasury,00,Department of the Treasury,108000,"Fines, Penalties, and Forfeitures, Federal Coal Mine Health and Safety Laws",20,On-budget,2017,1e+05
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,015,Department of the Treasury,00,Department of the Treasury,109600,Penalties on Employers Who Do not Offer Health Coverage or Delay Eligibility for New Employees,20,On-budget,2017,12985000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,015,Department of the Treasury,00,Department of the Treasury,109700,Penalties on Individuals Who Do not Have Health Coverage,20,On-budget,2017,6653000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,015,Department of the Treasury,00,Department of the Treasury,109900,"Fines, Penalties, and Forfeitures, not Otherwise Classified",95,On-budget,2017,3636000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,015,Department of the Treasury,00,Department of the Treasury,112500,Recoveries under Military Occupation,20,On-budget,2017,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,015,Department of the Treasury,00,Department of the Treasury,241100,User Fees for IRS,20,On-budget,2017,30000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,015,Department of the Treasury,00,Department of the Treasury,249200,"Premiums, Terrorism Risk Insurance Program",20,On-budget,2017,55000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,015,Department of the Treasury,00,Department of the Treasury,309990,Refunds of Moneys Erroneously Received and Recovered (20X1807),20,On-budget,2017,42000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,015,Department of the Treasury,00,Department of the Treasury,509910,"Collections from Reimbursement State and Local Law Enforcements Agencies, IRS",20,On-budget,2017,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,015,Department of the Treasury,00,Department of the Treasury,540710,Sallie Mae Assessments,20,On-budget,2017,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,015,Department of the Treasury,00,Department of the Treasury,543240,"Enrolled Agent Fee Increase, IRS Miscellaneous Retained Fees",20,On-budget,2017,8000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,015,Department of the Treasury,00,Department of the Treasury,543260,"Tax Preparer Registration Fees, IRS Miscellaneous Retained Fees",20,On-budget,2017,36000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,015,Department of the Treasury,00,Department of the Treasury,559010,"Fees and Assessments, Financial Research Fund",20,On-budget,2017,130000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,015,Department of the Treasury,00,Department of the Treasury,559030,"Transfer from the Federal Reserve, Financial Research Fund",20,On-budget,2017,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,015,Department of the Treasury,00,Department of the Treasury,568810,"Antidumping and Countervailing Duties, Continued Dumping and Subsidy Offset",20,On-budget,2017,88000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,015,Department of the Treasury,00,Department of the Treasury,569310,"Proceeds from the Sale of Forfeited or Seized Property or Monetary Instruments, Customs Forfeiture Fund",20,On-budget,2017,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,015,Department of the Treasury,00,Department of the Treasury,569610,Forfeited Monetary Assets,20,On-budget,2017,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,015,Department of the Treasury,00,Department of the Treasury,569710,"Forfeited Cash and Proceeds from Sale of Forfeited Property, Treasury Forfeiture Fund",20,On-budget,2017,413000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,015,Department of the Treasury,00,Department of the Treasury,581610,Confiscated Iraqi Assets,20,On-budget,2017,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,015,Department of the Treasury,00,Department of the Treasury,862510,"Administrative and Civil Penalties, Gulf Coast Restoration Trust Fund",20,On-budget,2017,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,016,Social Security Administration,00,Social Security Administration,309600,Recovery of beneficiary overpayments from SSI program (Governmental Receipt),75,On-budget,2017,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,019,Department of Energy,00,Department of Energy,501200,"Licenses under Federal Power Act, Improvements of Navigable Waters",89,On-budget,2017,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,019,Department of Energy,00,Department of Energy,510500,"Licenses under Federal Power Act from Public Lands and National Forests, Payment to States (37 1/2%)",89,On-budget,2017,5000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,019,Department of Energy,00,Department of Energy,518000,Energy Security Reserve,89,On-budget,2017,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,019,Department of Energy,00,Department of Energy,523110,"Assessments, Decontamination and Decommissioning Fund",89,On-budget,2017,208000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,020,Environmental Protection Agency,00,Environmental Protection Agency,089500,"Registration, PMN, Other Services",68,On-budget,2017,2000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,020,Environmental Protection Agency,00,Environmental Protection Agency,529700,Exxon Valdez settlement fund,68,On-budget,2017,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,020,Environmental Protection Agency,00,Environmental Protection Agency,814530,"Fines and Penalties, and Miscellaneous, Hazardous Substance Superfund",68,On-budget,2017,2000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,024,Department of Homeland Security,00,Department of Homeland Security,083400,Breached Bond Penalties,70,On-budget,2017,8000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,024,Department of Homeland Security,00,Department of Homeland Security,083500,"Immigration Fees, Border Security Act",70,On-budget,2017,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,024,Department of Homeland Security,00,Department of Homeland Security,516710,"Fees, fines and penalties, Offshore Oil Pollution Comp. Fund",69,On-budget,2017,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,024,Department of Homeland Security,00,Department of Homeland Security,516800,"Oil Pollution Fund, DOT",69,On-budget,2017,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,024,Department of Homeland Security,00,Department of Homeland Security,517010,"Fees, Deepwater Port Liability Fund, DOT",69,On-budget,2017,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,024,Department of Homeland Security,00,Department of Homeland Security,559510,Electronic System for Travel Authorization (ESTA) Fees,70,On-budget,2017,60000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,024,Department of Homeland Security,00,Department of Homeland Security,568710,"Deposits, Duties, and Taxes, Puerto Rico",70,On-budget,2017,1e+05
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,024,Department of Homeland Security,00,Department of Homeland Security,818530,"Fines and Penalties, OSLTF",70,On-budget,2017,157000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,024,Department of Homeland Security,00,Department of Homeland Security,878910,"Proceeds of the Sales of Unclaimed Abandoned, Seized Goods",70,On-budget,2017,4000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,025,Department of Housing and Urban Development,00,Department of Housing and Urban Development,527010,Interstate Land Sales Fund,86,On-budget,2017,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,025,Department of Housing and Urban Development,00,Department of Housing and Urban Development,527110,Mobile home inspection and monitoring,86,On-budget,2017,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,025,Department of Housing and Urban Development,00,Department of Housing and Urban Development,548610,"Miscellaneous Fees and Charges, Consolidated Fee Fund",86,On-budget,2017,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,154,Federal Drug Control Programs,00,Federal Drug Control Programs,500110,Forfeited Cash and Proceeds from Sale of Forfeited Property Special Forfeiture Fund,11,On-budget,2017,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,200,Other Defense Civil Programs,20,Armed Forces Retirement Home,852230,"Fines and Forfeitures, Armed Forces Retirement Home",84,On-budget,2017,29000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,202,Corps of Engineers--Civil Works,00,Corps of Engineers--Civil Works,506610,"Hydraulic mining in California, tax, debris reservoirs",96,On-budget,2017,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,202,Corps of Engineers--Civil Works,00,Corps of Engineers--Civil Works,512500,"Licenses under Federal Power Act, Improvements of Navigable Waters, Maintenance and Operation of Dams, Etc.",96,On-budget,2017,8000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,202,Corps of Engineers--Civil Works,00,Corps of Engineers--Civil Works,886130,"Users Fees, Inland Waterways Trust Fund",20,On-budget,2017,110000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,345,United States Court of Appeals for Veterans Claims,00,United States Court of Appeals for Veterans Claims,511310,"Practice registration fees, Court of Veterans Appeals",95,On-budget,2017,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,349,District of Columbia,10,District of Columbia Courts,086300,District of Columbia Court Fees,20,On-budget,2017,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,349,District of Columbia,10,District of Columbia Courts,567610,"Fines and Fees, District of Columbia Crime Victims Compensation Fund",95,On-budget,2017,6000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,356,Federal Communications Commission,00,Federal Communications Commission,518310,Universal Service Fund,27,On-budget,2017,9793000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,357,Federal Deposit Insurance Corporation,00,"Federal Deposit Insurance Corporation, activities",558610,"Risk-Based Assessments, Orderly Liquidation Fund",51,On-budget,2017,6e+05
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,362,Federal Financial Institutions Examination Council,00,Federal Financial Institutions Examination Council,502600,"Registry Fees, Appraisal Subcommittee, Federal Institution Examination Council",95,On-budget,2017,4000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,362,Federal Financial Institutions Examination Council,00,Federal Financial Institutions Examination Council,502630,Incremental Registry Fees (Dodd-Frank Act) Appraisal Subcommittee,95,On-budget,2017,2000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,449,Securities and Exchange Commission,00,Securities and Exchange Commission,556610,"Registration Fees, Securities and Exchange Commission Reserve Fund",50,On-budget,2017,50000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,449,Securities and Exchange Commission,00,Securities and Exchange Commission,556710,"Monetary Sanctions, Investor Protection Fund",50,On-budget,2017,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,465,Christopher Columbus Fellowship Foundation,00,Christopher Columbus Fellowship Foundation,818710,"Christopher columbus scholarship fund, surcharges from sale of CC coins",76,On-budget,2017,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,476,United Mine Workers of America Benefit Funds,00,United Mine Workers of America Benefit Funds,829510,"Premiums, Combined Fund and 1992 Plan, UMWA",95,On-budget,2017,22000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,476,United Mine Workers of America Benefit Funds,00,United Mine Workers of America Benefit Funds,829520,"Transfers from UMWA Pension Plan, Combined Benefit Fund, UMWA",95,On-budget,2017,0
